species,type,english_name
Caloptilia cuculipennella,Micromoth,
Caloptilia elongella,Micromoth,
Caloptilia populetorum,Micromoth,
Caloptilia robustella,Micromoth,
Caloptilia rufipennella,Micromoth,
Caloptilia stigmatella,Micromoth,
Calybites phasianipennella,Micromoth,
Cameraria ohridella,Micromoth,
Capperia britanniodactylus,Micromoth,
Capua vulgana,Micromoth,
Carcina quercana,Micromoth,
Carpatolechia alburnella,Micromoth,
Carpatolechia decorella,Micromoth,
Carpatolechia fugitivella,Micromoth,
Carpatolechia notatella,Micromoth,
Carpatolechia proximella,Micromoth,
Caryocolum alsinella,Micromoth,
Caryocolum blandella,Micromoth,
Caryocolum blandelloides,Micromoth,
Caryocolum fraternella,Micromoth,
Caryocolum junctella,Micromoth,
Caryocolum marmorea,Micromoth,
Caryocolum tricolorella,Micromoth,
Caryocolum vicinella,Micromoth,
Caryocolum viscariella,Micromoth,
Cataclysta lemnata,Micromoth,
Catoptria falsella,Micromoth,
Catoptria furcatellus,Micromoth,
Catoptria margaritella,Micromoth,
Catoptria permutatellus,Micromoth,
Catoptria pinella,Micromoth,
Cauchas fibulella,Micromoth,
Cauchas rufimitrella,Micromoth,
Cedestis gysseleniella,Micromoth,
Cedestis subfasciella,Micromoth,
Celypha cespitana,Micromoth,
Celypha lacunana,Micromoth,
Celypha rivulana,Micromoth,
Celypha rosaceana,Micromoth,
Celypha striana,Micromoth,
Cheilosia albitarsis_ranunculi,Hoverfly,
Cheilosia antiqua_vicina,Hoverfly,
Cheilosia bergenstammi,Hoverfly,
Cheilosia grossa,Hoverfly,
Cheilosia illustrata,Hoverfly,
Cheilosia impressa,Hoverfly,
Cheilosia pagana,Hoverfly,
Cheilosia scutellata,Hoverfly,
Chilo phragmitella,Micromoth,
Chionodes distinctella,Micromoth,
Chionodes fumatella,Micromoth,
Choreutis diana,Micromoth,
Choreutis pariana,Micromoth,
Choristoneura hebenstreitella,Micromoth,
Chrysoclista lathamella,Micromoth,
Chrysoclista linneella,Micromoth,
Chrysoesthia drurella,Micromoth,
Chrysoesthia sexguttella,Micromoth,
Chrysogaster solstitialis,Hoverfly,
Chrysoteuchia culmella,Micromoth,
Chrysotoxum arcuatum,Hoverfly,
Chrysotoxum bicinctum,Hoverfly,
Clavigesta purdeyi,Micromoth,
Clavigesta sylvestrana,Micromoth,
Clepsis consimilana,Micromoth,
Clepsis rurinana,Micromoth,
Clepsis senecionana,Micromoth,
Clepsis spectrana,Micromoth,
Cnephasia asseclana,Micromoth,
Cnephasia communana,Micromoth,
Cnephasia conspersana,Micromoth,
Cnephasia longana,Micromoth,
Cnephasia pasiuana,Micromoth,
Cnephasia stephensiana,Micromoth,
Cnephasiella incertana,Micromoth,
Cochylichroa atricapitana,Micromoth,
Cochylidia implicitana,Micromoth,
Cochylidia rupicola,Micromoth,
Cochylimorpha straminea,Micromoth,
Coleophora adjunctella,Micromoth,
Coleophora albicosta,Micromoth,
Coleophora albitarsella,Micromoth,
Coleophora alcyonipennella,Micromoth,
Coleophora alnifoliae,Micromoth,
Coleophora alticolella,Micromoth,
Coleophora anatipennella,Micromoth,
Coleophora arctostaphyli,Micromoth,
Coleophora argentula,Micromoth,
Coleophora asteris,Micromoth,
Coleophora atriplicis,Micromoth,
Coleophora badiipennella,Micromoth,
Coleophora betulella,Micromoth,
Coleophora binderella,Micromoth,
Coleophora caespititiella,Micromoth,
Coleophora deauratella,Micromoth,
Coleophora discordella,Micromoth,
Coleophora flavipennella,Micromoth,
Coleophora follicularis,Micromoth,
Coleophora frischella,Micromoth,
Coleophora genistae,Micromoth,
Coleophora glaucicolella,Micromoth,
Coleophora glitzella,Micromoth,
Coleophora gryphipennella,Micromoth,
Coleophora idaeella,Micromoth,
Coleophora juncicolella,Micromoth,
Coleophora laricella,Micromoth,
Coleophora lithargyrinella,Micromoth,
Coleophora lixella,Micromoth,
Coleophora lusciniaepennella,Micromoth,
Coleophora lutipennella,Micromoth,
Coleophora maritimella,Micromoth,
Coleophora mayrella,Micromoth,
Coleophora milvipennis,Micromoth,
Coleophora nutantella,Micromoth,
Coleophora orbitella,Micromoth,
Coleophora otidipennella,Micromoth,
Coleophora pappiferella,Micromoth,
Coleophora paripennella,Micromoth,
Coleophora peribenanderi,Micromoth,
Coleophora potentillae,Micromoth,
Coleophora pyrrhulipennella,Micromoth,
Coleophora saxicolella,Micromoth,
Coleophora serratella,Micromoth,
Coleophora siccifolia,Micromoth,
Coleophora spinella,Micromoth,
Coleophora sternipennella,Micromoth,
Coleophora striatipennella,Micromoth,
Coleophora sylvaticella,Micromoth,
Coleophora taeniipennella,Micromoth,
Coleophora tamesis,Micromoth,
Coleophora trochilella,Micromoth,
Coleophora versurella,Micromoth,
Coleophora vestianella,Micromoth,
Coleophora violacea,Micromoth,
Coleophora virgaureae,Micromoth,
Coleophora vitisella,Micromoth,
Coptotriche marginea,Micromoth,
Cosmopterix orichalcea,Micromoth,
Crambus ericella,Micromoth,
Crambus lathoniellus,Micromoth,
Crambus pascuella,Micromoth,
Crambus perlella,Micromoth,
Crambus pratella,Micromoth,
Crambus uliginosellus,Micromoth,
Criorhina berberina,Hoverfly,
Crocidosema plebejana,Micromoth,
Crombrugghia laetus,Micromoth,
Cryptoblabes bistriga,Micromoth,
Cydalima perspectalis,Micromoth,
Cydia cognatana,Micromoth,
Cydia coniferana,Micromoth,
Cydia cosmophorana,Micromoth,
Cydia fagiglandana,Micromoth,
Cydia injectiva,Micromoth,
Cydia nigricana,Micromoth,
Cydia pomonella,Micromoth,
Cydia splendana,Micromoth,
Cydia strobilella,Micromoth,
Cydia ulicetana,Micromoth,
Dahlica lichenella,Micromoth,
Dasystoma salicella,Micromoth,
Dasysyrphus albostriatus,Hoverfly,
Dasysyrphus pinastri,Hoverfly,
Dasysyrphus tricintus,Hoverfly,
Dasysyrphus venustus,Hoverfly,
Delplanqueia dilutella,Micromoth,
Denisia similella,Micromoth,
Denisia subaquilea,Micromoth,
Depressaria badiella,Micromoth,
Depressaria daucella,Micromoth,
Depressaria olerella,Micromoth,
Depressaria pulcherrimella,Micromoth,
Depressaria radiella,Micromoth,
Depressaria silesiaca,Micromoth,
Depressaria sordidatella,Micromoth,
Diasemiopsis ramburialis,Micromoth,
Dichomeris juniperella,Micromoth,
Dichrorampha acuminatana,Micromoth,
Dichrorampha aeratana,Micromoth,
Dichrorampha alpestrana,Micromoth,
Dichrorampha alpinana,Micromoth,
Dichrorampha consortana,Micromoth,
Dichrorampha flavidorsana,Micromoth,
Dichrorampha petiverella,Micromoth,
Dichrorampha plumbagana,Micromoth,
Dichrorampha plumbana,Micromoth,
Dichrorampha sedatana,Micromoth,
Dichrorampha simpliciana,Micromoth,
Dichrorampha sylvicolana,Micromoth,
Dichrorampha vancouverana,Micromoth,
Didea fasciata,Hoverfly,
Didea intermedia,Hoverfly,
Digitivalva pulicariae,Micromoth,
Dioryctria abietella,Micromoth,
Dioryctria simplicella,Micromoth,
Diplodoma laichartingella,Micromoth,
Diplopseustis perieresalis,Micromoth,
Ditula angustiorana,Micromoth,
Diurnea fagella,Micromoth,
Diurnea lipsiella,Micromoth,
Donacaula forficella,Micromoth,
Donacaula mucronella,Micromoth,
Dryadaula pactolia,Micromoth,
Duponchelia fovealis,Micromoth,
Dyseriocrania subpurpurella,Micromoth,
Eana argentana,Micromoth,
Eana incanana,Micromoth,
Eana osseana,Micromoth,
Eana penziana,Micromoth,
Ectoedemia albifasciella,Micromoth,
Ectoedemia angulifasciella,Micromoth,
Ectoedemia arcuatella,Micromoth,
Ectoedemia argyropeza,Micromoth,
Ectoedemia atricollis,Micromoth,
Ectoedemia heringi,Micromoth,
Ectoedemia intimella,Micromoth,
Ectoedemia minimella,Micromoth,
Ectoedemia occultella,Micromoth,
Ectoedemia subbimaculella,Micromoth,
Elachista albidella,Micromoth,
Elachista albifrontella,Micromoth,
Elachista alpinella,Micromoth,
Elachista apicipunctella,Micromoth,
Elachista argentella,Micromoth,
Elachista atricomella,Micromoth,
Elachista bedellella,Micromoth,
Elachista biatomella,Micromoth,
Elachista bisulcella,Micromoth,
Elachista canapennella,Micromoth,
Elachista cinereopunctella,Micromoth,
Elachista consortella,Micromoth,
Elachista eleochariella,Micromoth,
Elachista eskoi,Micromoth,
Elachista freyerella,Micromoth,
Elachista gleichenella,Micromoth,
Elachista humilis,Micromoth,
Elachista kilmunella,Micromoth,
Elachista luticomella,Micromoth,
Elachista maculicerusella,Micromoth,
Elachista obliquella,Micromoth,
Elachista orstadii,Micromoth,
Elachista poae,Micromoth,
Elachista regificella,Micromoth,
Elachista rufocinerea,Micromoth,
Elachista scirpi,Micromoth,
Elachista serricornis,Micromoth,
Elachista subalbidella,Micromoth,
Elachista subnigrella,Micromoth,
Elachista subocellea,Micromoth,
Elachista tengstromi,Micromoth,
Elachista trapeziella,Micromoth,
Elachista triatomea,Micromoth,
Elachista triseriatella,Micromoth,
Elachista utonella,Micromoth,
Elophila difflualis,Micromoth,
Elophila nymphaeata,Micromoth,
Emmelina monodactyla,Micromoth,
Enarmonia formosana,Micromoth,
Endothenia ericetana,Micromoth,
Endothenia gentianaeana,Micromoth,
Endothenia marginana,Micromoth,
Endothenia quadrimaculana,Micromoth,
Endotricha flammealis,Micromoth,
Endrosis sarcitrella,Micromoth,
Enteucha acetosae,Micromoth,
Epagoge grotiana,Micromoth,
Epermenia aequidentellus,Micromoth,
Epermenia chaerophyllella,Micromoth,
Epermenia falciformis,Micromoth,
Epermenia farreni,Micromoth,
Ephestia elutella,Micromoth,
Ephestia kuehniella,Micromoth,
Epiblema cirsiana,Micromoth,
Epiblema costipunctana,Micromoth,
Epiblema foenella,Micromoth,
Epiblema scutulana,Micromoth,
Epiblema sticticana,Micromoth,
Epiblema turbidana,Micromoth,
Epinotia abbreviana,Micromoth,
Epinotia bilunana,Micromoth,
Epinotia brunnichana,Micromoth,
Epinotia caprana,Micromoth,
Epinotia cinereana,Micromoth,
Epinotia crenana,Micromoth,
Epinotia cruciana,Micromoth,
Epinotia fraternana,Micromoth,
Epinotia immundana,Micromoth,
Epinotia maculana,Micromoth,
Epinotia mercuriana,Micromoth,
Epinotia nanana,Micromoth,
Epinotia nemorivaga,Micromoth,
Epinotia nigricana,Micromoth,
Epinotia nisella,Micromoth,
Epinotia pygmaeana,Micromoth,
Epinotia ramella,Micromoth,
Epinotia rubiginosana,Micromoth,
Epinotia signatana,Micromoth,
Epinotia solandriana,Micromoth,
Epinotia sordidana,Micromoth,
Epinotia subocellana,Micromoth,
Epinotia tedella,Micromoth,
Epinotia tenerana,Micromoth,
Epinotia tetraquetrana,Micromoth,
Epinotia trigonella,Micromoth,
Epiphyas postvittana,Micromoth,
Epistrophe grossulariae,Hoverfly,
Episyrphus balteatus,Hoverfly,
Eriocrania cicatricella,Micromoth,
Eriocrania salopiella,Micromoth,
Eriocrania sangii,Micromoth,
Eriocrania semipurpurella,Micromoth,
Eriocrania sparrmannella,Micromoth,
Eriocrania unimaculella,Micromoth,
Eriopsela quadrana,Micromoth,
Eristalis arbustorum,Hoverfly,
Eristalis horticola,Hoverfly,
Eristalis intricaria,Hoverfly,
Eristalis nemorum,Hoverfly,
Eristalis pertinax,Hoverfly,
Eristalis tenax,Hoverfly,
Esperia sulphurella,Micromoth,
Etainia decentella,Micromoth,
Ethmia pyrausta,Micromoth,
Ethmia quadrillella,Micromoth,
Etiella zinckenella,Micromoth,
Euchromius ocellea,Micromoth,
Eucosma campoliliana,Micromoth,
Eucosma cana,Micromoth,
Eucosma fulvana,Micromoth,
Eucosma hohenwartiana,Micromoth,
Eucosma lacteana,Micromoth,
Eucosma obumbratana,Micromoth,
Eucosma parvulana,Micromoth,
Eucosma pupillana,Micromoth,
Eucosma tripoliana,Micromoth,
Eudemis profundana,Micromoth,
Eudonia alpina,Micromoth,
Eudonia angustea,Micromoth,
Eudonia delunella,Micromoth,
Eudonia lacustrata,Micromoth,
Eudonia lineola,Micromoth,
Eudonia mercurella,Micromoth,
Eudonia murana,Micromoth,
Eudonia pallida,Micromoth,
Eudonia truncicolella,Micromoth,
Eulamprotes immaculatella,Micromoth,
Eulamprotes unicolorella,Micromoth,
Eulia ministrana,Micromoth,
Eupeodes corollae,Hoverfly,
Eupeodes latifasciatus,Hoverfly,
Eupeodes luniger,Hoverfly,
Eupoecilia angustana,Micromoth,
Euspilapteryx auroguttella,Micromoth,
Euzophera bigella,Micromoth,
Euzophera osseatella,Micromoth,
Euzophera pinguis,Micromoth,
Evergestis extimalis,Micromoth,
Evergestis forficalis,Micromoth,
Evergestis pallidata,Micromoth,
Exaeretia allisella,Micromoth,
Exaeretia ciniflonella,Micromoth,
Exapate congelatella,Micromoth,
Exoteleia dodecella,Micromoth,
Falseuncaria ruficiliana,Micromoth,
Ferdinandea cuprea,Hoverfly,
Fomoria septembrella,Micromoth,
Fomoria weaveri,Micromoth,
Galleria mellonella,Micromoth,
Gelechia sororculella,Micromoth,
Gillmeria ochrodactyla,Micromoth,
Gillmeria pallidactyla,Micromoth,
Glyphipterix equitella,Micromoth,
Glyphipterix forsterella,Micromoth,
Glyphipterix fuscoviridella,Micromoth,
Glyphipterix haworthana,Micromoth,
Glyphipterix schoenicolella,Micromoth,
Glyphipterix simpliciella,Micromoth,
Glyphipterix thrasonella,Micromoth,
Gnorimoschema streliciella,Micromoth,
Gracillaria syringella,Micromoth,
Grapholita compositella,Micromoth,
Grapholita funebrana,Micromoth,
Grapholita internana,Micromoth,
Grapholita janthinana,Micromoth,
Grapholita jungiella,Micromoth,
Grapholita lunulana,Micromoth,
Grapholita molesta,Micromoth,
Grapholita tenebrosana,Micromoth,
Gynnidomorpha alismana,Micromoth,
Gynnidomorpha minimana,Micromoth,
Gynnidomorpha permixtana,Micromoth,
Gynnidomorpha vectisana,Micromoth,
Gypsonoma aceriana,Micromoth,
Gypsonoma dealbana,Micromoth,
Gypsonoma nitidulana,Micromoth,
Gypsonoma oppressana,Micromoth,
Gypsonoma sociana,Micromoth,
Haplotinea ditella,Micromoth,
Haplotinea insectella,Micromoth,
Hedya atropunctana,Micromoth,
Hedya nubiferana,Micromoth,
Hedya ochroleucana,Micromoth,
Hedya pruniana,Micromoth,
Helcystogramma rufescens,Micromoth,
Heliozela hammoniella,Micromoth,
Heliozela resplendella,Micromoth,
Heliozela sericiella,Micromoth,
Hellinsia osteodactylus,Micromoth,
Hellinsia tephradactyla,Micromoth,
Helophilus hybridus,Hoverfly,
Helophilus pendulus,Hoverfly,
Helophilus trivittatus,Hoverfly,
Heringia heringi_senilis,Hoverfly,
Hofmannophila pseudospretella,Micromoth,
Homoeosoma sinuella,Micromoth,
Hypatima rhomboidella,Micromoth,
Hypochalcia ahenella,Micromoth,
Hypsopygia costalis,Micromoth,
Hypsopygia glaucinalis,Micromoth,
Hysterophora maculosana,Micromoth,
Incurvaria masculella,Micromoth,
Incurvaria oehlmanniella,Micromoth,
Incurvaria pectinea,Micromoth,
Incurvaria praelatella,Micromoth,
Isophrictis striatella,Micromoth,
Isotrias rectifasciana,Micromoth,
Kessleria fasciapennella,Micromoth,
Kessleria saxifragae,Micromoth,
Lampronia capitella,Micromoth,
Lampronia corticella,Micromoth,
Lampronia fuscatella,Micromoth,
Lampronia luzella,Micromoth,
Lampronia morosa,Micromoth,
Lampronia pubicornis,Micromoth,
Lathronympha strigana,Micromoth,
Leucoptera laburnella,Micromoth,
Leucoptera malifoliella,Micromoth,
Leucoptera orobi,Micromoth,
Leucoptera sinuella,Micromoth,
Leucoptera spartifoliella,Micromoth,
Leucozona glaucia,Hoverfly,
Leucozona laternaria,Hoverfly,
Leucozona lucorum,Hoverfly,
Levipalpus hepatariella,Micromoth,
Limnaecia phragmitella,Micromoth,
Lobesia abscisana,Micromoth,
Lobesia littoralis,Micromoth,
Lobesia reliquana,Micromoth,
Loxostege sticticalis,Micromoth,
Lozotaenia forsterana,Micromoth,
Luffia lapidella (incl ferchaultella),Micromoth,
Lyonetia clerkella,Micromoth,
Melangyna arctica,Hoverfly,
Melangyna cincta,Hoverfly,
Melangyna compositarum,Hoverfly,
Melangyna lasiophthalma,Hoverfly,
Melangyna quadrimaculata,Hoverfly,
Melangyna umbellatarum,Hoverfly,
Melanogaster hirtella,Hoverfly,
Melanostoma mellinum,Hoverfly,
Melanostoma scalare,Hoverfly,
Meliscaeva auricollis,Hoverfly,
Meliscaeva cinctella,Hoverfly,
Merodon equestris,Hoverfly,
Merrifieldia leucodactyla,Micromoth,
Metzneria aestivella,Micromoth,
Metzneria lappella,Micromoth,
Metzneria metzneriella,Micromoth,
Micropterix aruncella,Micromoth,
Micropterix aureatella,Micromoth,
Micropterix calthella,Micromoth,
Micropterix mansuetella,Micromoth,
Micropterix tunbergella,Micromoth,
Mirificarma mulinella,Micromoth,
Mompha conturbatella,Micromoth,
Mompha epilobiella,Micromoth,
Mompha lacteella,Micromoth,
Mompha langiella,Micromoth,
Mompha locupletella,Micromoth,
Mompha miscella,Micromoth,
Mompha ochraceella,Micromoth,
Mompha propinquella,Micromoth,
Mompha raschkiella,Micromoth,
Mompha subbistrigella,Micromoth,
Mompha terminella,Micromoth,
Monochroa cytisella,Micromoth,
Monochroa lucidella,Micromoth,
Monochroa tenebrella,Micromoth,
Monopis imella,Micromoth,
Monopis laevigella,Micromoth,
Monopis obviella,Micromoth,
Monopis weaverella,Micromoth,
Myathropa florea,Hoverfly,
Myelois circumvoluta,Micromoth,
Myrmecozela ochraceella,Micromoth,
Narycia duplicella,Micromoth,
Nemapogon clematella,Micromoth,
Nemapogon cloacella,Micromoth,
Nemapogon granella,Micromoth,
Nemapogon picarella,Micromoth,
Nemapogon variatella,Micromoth,
Nematopogon magna,Micromoth,
Nematopogon metaxella,Micromoth,
Nematopogon pilella,Micromoth,
Nematopogon schwarziellus,Micromoth,
Nematopogon swammerdamella,Micromoth,
Nemophora cupriacella,Micromoth,
Nemophora degeerella,Micromoth,
Nemophora minimella,Micromoth,
Neoascia meticulosa,Hoverfly,
Neoascia podagrica,Hoverfly,
Neoascia tenur,Hoverfly,
Neocochylis dubitana,Micromoth,
Neofaculta ericetella,Micromoth,
Neosphaleroptera nubilana,Micromoth,
Neotelphusa sequax,Micromoth,
Niditinea fuscella,Micromoth,
Nomophila noctuella,Micromoth,
Notocelia cynosbatella,Micromoth,
Notocelia incarnatana,Micromoth,
Notocelia roborana,Micromoth,
Notocelia rosaecolana,Micromoth,
Notocelia tetragonana,Micromoth,
Notocelia trimaculana,Micromoth,
Notocelia uddmanniana,Micromoth,
Nymphula nitidulata,Micromoth,
Ochsenheimeria taurella,Micromoth,
Ochsenheimeria urella,Micromoth,
Ocnerostoma friesei,Micromoth,
Ocnerostoma piniariella,Micromoth,
Oecogona deauratella,Micromoth,
Oidaematophorus lithodactyla,Micromoth,
Olethreutes arcuella,Micromoth,
Olindia schumacherana,Micromoth,
Opostega salaciella,Micromoth,
Ortholepis betulae,Micromoth,
Orthotaenia undulana,Micromoth,
Orthotelia sparganella,Micromoth,
Ostrinia nubilalis,Micromoth,
Oxypteryx wilkella,Micromoth,
Oxyptilus parvidactyla,Micromoth,
Palpita vitrealis,Micromoth,
Pammene albuginana,Micromoth,
Pammene argyrana,Micromoth,
Pammene aurana,Micromoth,
Pammene aurita,Micromoth,
Pammene fasciana,Micromoth,
Pammene gallicana,Micromoth,
Pammene giganteana,Micromoth,
Pammene ignorata,Micromoth,
Pammene luedersiana,Micromoth,
Pammene obscurana,Micromoth,
Pammene ochsenheimeriana,Micromoth,
Pammene populana,Micromoth,
Pammene regiana,Micromoth,
Pammene rhediella,Micromoth,
Pammene splendidulana,Micromoth,
Pancalia leuwenhoekella,Micromoth,
Pancalia schwarzella,Micromoth,
Pandemis cerasana,Micromoth,
Pandemis cinnamomeana,Micromoth,
Pandemis corylana,Micromoth,
Pandemis heparana,Micromoth,
Parapoynx stratiotata,Micromoth,
Paraswammerdamia albicapitella,Micromoth,
Paraswammerdamia nebulella,Micromoth,
Parasyrphus punctulatus,Hoverfly,
Paratalanta pandalis,Micromoth,
Parornix alpicola,Micromoth,
Parornix anglicella,Micromoth,
Parornix betulae,Micromoth,
Parornix devoniella,Micromoth,
Parornix finitimella,Micromoth,
Parornix loganella,Micromoth,
Parornix scoticella,Micromoth,
Parornix torquillella,Micromoth,
Patania ruralis,Micromoth,
Pediasia aridella,Micromoth,
Pempelia palumbella,Micromoth,
Periclepsis cinctana,Micromoth,
Phalonidia affinitana,Micromoth,
Phalonidia manniana,Micromoth,
Phaulernis fulviguttella,Micromoth,
Phiaris metallicana,Micromoth,
Phiaris micana,Micromoth,
Phiaris obsoletana,Micromoth,
Phiaris palustrana,Micromoth,
Phiaris schulziana,Micromoth,
Philedone gerningana,Micromoth,
Philedonides lunana,Micromoth,
Phtheochroa inopiana,Micromoth,
Phthorimaea operculella,Micromoth,
Phycita roborella,Micromoth,
Phycitodes binaevella,Micromoth,
Phycitodes maritima,Micromoth,
Phycitodes saxicola,Micromoth,
Phyllocnistis citrella,Micromoth,
Phyllocnistis unipunctella,Micromoth,
Phyllonorycter anderidae,Micromoth,
Phyllonorycter apparella,Micromoth,
Phyllonorycter blancardella,Micromoth,
Phyllonorycter cavella,Micromoth,
Phyllonorycter cerasicolella,Micromoth,
Phyllonorycter coryli,Micromoth,
Phyllonorycter corylifoliella,Micromoth,
Phyllonorycter emberizaepenella,Micromoth,
Phyllonorycter froelichiella,Micromoth,
Phyllonorycter geniculella,Micromoth,
Phyllonorycter harrisella,Micromoth,
Phyllonorycter heegeriella,Micromoth,
Phyllonorycter hilarella,Micromoth,
Phyllonorycter hostis,Micromoth,
Phyllonorycter insignitella,Micromoth,
Phyllonorycter junoniella,Micromoth,
Phyllonorycter klemannella,Micromoth,
Phyllonorycter lantanella,Micromoth,
Phyllonorycter lautella,Micromoth,
Phyllonorycter leucographella,Micromoth,
Phyllonorycter maestingella,Micromoth,
Phyllonorycter messaniella,Micromoth,
Phyllonorycter muelleriella,Micromoth,
Phyllonorycter nicellii,Micromoth,
Phyllonorycter oxyacanthae,Micromoth,
Phyllonorycter quercifoliella,Micromoth,
Phyllonorycter quinqueguttella,Micromoth,
Phyllonorycter rajella,Micromoth,
Phyllonorycter salicicolella,Micromoth,
Phyllonorycter scopariella,Micromoth,
